,index,cycle,ambient_temperature,datetime,capacity,battery
0,0,1,24,2008-04-02 15:25:41,1.8564874208181574,B0005
1,1,2,24,2008-04-02 19:43:48,1.846327249719927,B0005
2,2,3,24,2008-04-03 00:01:06,1.8353491942234077,B0005
3,3,4,24,2008-04-03 04:16:37,1.8352625275821128,B0005
4,4,5,24,2008-04-03 08:33:25,1.8346455082120419,B0005
5,5,6,24,2008-04-03 12:55:10,1.8356616600675495,B0005
6,6,7,24,2008-04-03 17:17:16,1.8351461429226603,B0005
7,7,8,24,2008-04-03 21:28:14,1.8257567905665537,B0005
8,8,9,24,2008-04-04 01:38:15,1.8247738529891333,B0005
9,9,10,24,2008-04-04 05:48:08,1.824613268496936,B0005
10,10,11,24,2008-04-04 09:57:19,1.8246195526864504,B0005
11,11,12,24,2008-04-04 17:56:27,1.8142019357673917,B0005
12,12,13,24,2008-04-04 22:01:54,1.8137521577549054,B0005
13,13,14,24,2008-04-05 02:20:26,1.8134404914735822,B0005
14,14,15,24,2008-04-05 06:25:01,1.8025980036306504,B0005
15,15,16,24,2008-04-05 10:30:32,1.80210690024615,B0005
16,16,17,24,2008-04-05 14:34:41,1.802579500826209,B0005
17,17,18,24,2008-04-05 18:39:25,1.8030683142834096,B0005
18,18,19,24,2008-04-05 22:46:35,1.8027776247196041,B0005
19,19,20,24,2008-04-18 21:10:19,1.8470259949329193,B0005
20,20,21,24,2008-04-19 02:29:09,1.847417311283644,B0005
21,21,22,24,2008-04-19 07:47:15,1.8361774213478947,B0005
22,22,23,24,2008-04-19 13:01:42,1.8257807475776242,B0005
23,23,24,24,2008-04-19 18:27:29,1.8251136435078368,B0005
24,24,25,24,2008-04-19 23:41:55,1.8255815042203762,B0005
25,25,26,24,2008-04-20 04:54:41,1.8140311275083907,B0005
26,26,27,24,2008-04-20 10:16:28,1.8147691941158939,B0005
27,27,28,24,2008-04-20 15:37:05,1.813969388710352,B0005
28,28,29,24,2008-04-20 20:50:38,1.802765665167823,B0005
29,29,30,24,2008-04-21 02:15:02,1.804077040117352,B0005
30,30,31,24,2008-04-22 15:33:49,1.8518025516704486,B0005
31,31,32,24,2008-04-22 20:26:18,1.8307038456739428,B0005
32,32,33,24,2008-04-23 01:18:11,1.8199041089501267,B0005
33,33,34,24,2008-04-23 06:18:19,1.8093079637028517,B0005
34,34,35,24,2008-04-23 11:08:00,1.80460990458052,B0005
35,35,36,24,2008-04-23 16:06:25,1.7993770651972192,B0005
36,36,37,24,2008-04-23 21:02:58,1.7884432335370462,B0005
37,37,38,24,2008-04-24 01:51:33,1.7829230484252723,B0005
38,38,39,24,2008-04-24 06:50:00,1.7730337158018288,B0005
39,39,40,24,2008-04-24 11:49:24,1.773037755078937,B0005
40,40,41,24,2008-04-24 16:45:56,1.7678721106662054,B0005
41,41,42,24,2008-04-24 21:38:11,1.7623150704093087,B0005
42,42,43,24,2008-04-25 12:03:44,1.7676172924938447,B0005
43,43,44,24,2008-04-25 20:03:55,1.762668359743147,B0005
44,44,45,24,2008-04-26 01:04:35,1.7517304870664143,B0005
45,45,46,24,2008-04-26 05:57:35,1.7418496047960008,B0005
46,46,47,24,2008-04-26 10:58:25,1.7360913511847138,B0005
47,47,48,24,2008-04-29 12:15:56,1.7936240148573608,B0005
48,48,49,24,2008-04-29 17:05:27,1.7831890223273275,B0005
49,49,50,24,2008-04-29 22:00:04,1.7673642076278957,B0005
50,50,51,24,2008-04-30 02:43:55,1.7570177850353066,B0005
51,51,52,24,2008-04-30 07:41:42,1.7468706179837907,B0005
52,52,53,24,2008-04-30 12:28:49,1.7417172507457144,B0005
53,53,54,24,2008-04-30 17:20:16,1.7364225056478186,B0005
54,54,55,24,2008-04-30 22:14:54,1.7263217239235826,B0005
55,55,56,24,2008-05-01 03:15:33,1.7158065389330133,B0005
56,56,57,24,2008-05-01 08:16:03,1.710533351135192,B0005
57,57,58,24,2008-05-01 13:14:24,1.706014499648521,B0005
58,58,59,24,2008-05-01 18:11:10,1.7003110272642588,B0005
59,59,60,24,2008-05-01 23:10:15,1.6945798601797895,B0005
60,60,61,24,2008-05-02 03:53:34,1.6849029086609286,B0005
61,61,62,24,2008-05-02 08:44:40,1.6744741591159717,B0005
62,62,63,24,2008-05-02 13:43:05,1.6745692479879102,B0005
63,63,64,24,2008-05-02 19:07:48,1.663716375981405,B0005
64,64,65,24,2008-05-02 23:24:17,1.659013868748246,B0005
65,65,66,24,2008-05-03 04:13:08,1.6538540573335014,B0005
66,66,67,24,2008-05-03 09:10:19,1.642653782130131,B0005
67,67,68,24,2008-05-03 14:04:34,1.6378578430223698,B0005
68,68,69,24,2008-05-03 18:58:13,1.6327350407099108,B0005
69,69,70,24,2008-05-03 23:42:30,1.6277528915533617,B0005
70,70,71,24,2008-05-04 04:41:40,1.622125485521159,B0005
71,71,72,24,2008-05-04 09:40:11,1.6113256603765849,B0005
72,72,73,24,2008-05-04 14:38:13,1.6065631397488385,B0005
73,73,74,24,2008-05-04 19:37:07,1.6015142233917594,B0005
74,74,75,24,2008-05-05 00:35:53,1.590369231400328,B0005
75,75,76,24,2008-05-05 05:28:13,1.5857889968242211,B0005
76,76,77,24,2008-05-05 11:41:31,1.5849430707374117,B0005
77,77,78,24,2008-05-05 20:40:08,1.5955263892495937,B0005
78,78,79,24,2008-05-06 01:38:46,1.5747301747801037,B0005
79,79,80,24,2008-05-06 06:37:06,1.5649019950937946,B0005
80,80,81,24,2008-05-06 11:25:21,1.5597659473370362,B0005
81,81,82,24,2008-05-06 16:23:36,1.5594815668184234,B0005
82,82,83,24,2008-05-06 21:21:49,1.55468935359061,B0005
83,83,84,24,2008-05-07 02:17:25,1.5488741079890418,B0005
84,84,85,24,2008-05-07 07:04:02,1.538236598942558,B0005
85,85,86,24,2008-05-07 12:01:49,1.527914258251028,B0005
86,86,87,24,2008-05-07 16:59:29,1.5285252629756445,B0005
87,87,88,24,2008-05-07 21:56:09,1.522647325284378,B0005
88,88,89,24,2008-05-08 02:53:49,1.5174859938489869,B0005
89,89,90,24,2008-05-09 12:25:07,1.605818899130659,B0005
90,90,91,24,2008-05-09 20:28:09,1.5638491446744425,B0005
91,91,92,24,2008-05-10 01:21:56,1.5480915247767786,B0005
92,92,93,24,2008-05-10 06:18:12,1.5323755631868592,B0005
93,93,94,24,2008-05-10 11:16:04,1.5269528268489705,B0005
94,94,95,24,2008-05-10 16:11:56,1.5169573017136326,B0005
95,95,96,24,2008-05-10 21:07:54,1.5118975960142693,B0005
96,96,97,24,2008-05-11 02:05:21,1.5065638960681105,B0005
97,97,98,24,2008-05-11 06:55:27,1.5015453526671363,B0005
98,98,99,24,2008-05-11 11:52:47,1.4908444050400238,B0005
99,99,100,24,2008-05-11 16:49:58,1.485868384561201,B0005
100,100,101,24,2008-05-11 21:47:12,1.480413677976106,B0005
101,101,102,24,2008-05-12 02:36:58,1.4752095869031632,B0005
102,102,103,24,2008-05-12 12:56:34,1.4859035988304024,B0005
103,103,104,24,2008-05-12 18:59:59,1.4960918298136696,B0005
104,104,105,24,2008-05-12 23:53:17,1.4808005946928984,B0005
105,105,106,24,2008-05-13 04:35:25,1.4697543268466824,B0005
106,106,107,24,2008-05-13 09:24:04,1.4539012274845928,B0005
107,107,108,24,2008-05-13 14:20:24,1.4541462067235693,B0005
108,108,109,24,2008-05-13 19:04:20,1.455023751906683,B0005
109,109,110,24,2008-05-13 23:59:26,1.449042163761236,B0005
110,110,111,24,2008-05-14 04:55:57,1.4386709371480566,B0005
111,111,112,24,2008-05-14 09:52:22,1.433445432156979,B0005
112,112,113,24,2008-05-14 14:35:22,1.4333958900838095,B0005
113,113,114,24,2008-05-14 19:31:39,1.42806487344776,B0005
114,114,115,24,2008-05-15 00:27:55,1.4229203181741186,B0005
115,115,116,24,2008-05-15 05:24:04,1.417429032731308,B0005
116,116,117,24,2008-05-15 10:20:03,1.412409228794446,B0005
117,117,118,24,2008-05-15 15:10:59,1.412578792940193,B0005
118,118,119,24,2008-05-15 19:56:47,1.4075983731469897,B0005
119,119,120,24,2008-05-16 16:54:59,1.4333920485221476,B0005
120,120,121,24,2008-05-16 21:37:39,1.4382550176792908,B0005
121,121,122,24,2008-05-17 02:32:13,1.4173547174485526,B0005
122,122,123,24,2008-05-17 07:25:19,1.406981663677643,B0005
123,123,124,24,2008-05-17 12:21:15,1.4012037783587625,B0005
124,124,125,24,2008-05-17 17:15:37,1.3967008232726328,B0005
125,125,126,24,2008-05-17 22:10:51,1.391284788852726,B0005
126,126,127,24,2008-05-18 03:05:19,1.3862287677978349,B0005
127,127,128,24,2008-05-18 08:00:50,1.3804366761974138,B0005
128,128,129,24,2008-05-18 12:44:48,1.3752364150256224,B0005
129,129,130,24,2008-05-18 17:36:29,1.3705128024895008,B0005
130,130,131,24,2008-05-18 22:31:45,1.3705085566270399,B0005
131,131,132,24,2008-05-19 03:27:07,1.3647355108681518,B0005
132,132,133,24,2008-05-19 15:34:33,1.375392016895762,B0005
133,133,134,24,2008-05-19 20:59:48,1.3861115151535393,B0005
134,134,135,24,2008-05-20 01:16:42,1.3698500035838939,B0005
135,135,136,24,2008-05-20 06:12:06,1.3647827949260758,B0005
136,136,137,24,2008-05-20 11:07:23,1.3543220466259964,B0005
137,137,138,24,2008-05-20 15:57:27,1.3546417018378962,B0005
138,138,139,24,2008-05-20 20:50:39,1.3547039213192407,B0005
139,139,140,24,2008-05-21 01:39:38,1.349314997503458,B0005
140,140,141,24,2008-05-21 06:24:27,1.3441891937970554,B0005
141,141,142,24,2008-05-21 11:18:06,1.3389913790695755,B0005
142,142,143,24,2008-05-21 16:10:21,1.3389145230206971,B0005
143,143,144,24,2008-05-21 21:02:09,1.3340066759761655,B0005
144,144,145,24,2008-05-22 01:42:59,1.3286444309174914,B0005
145,145,146,24,2008-05-22 06:32:40,1.3231708992276219,B0005
146,146,147,24,2008-05-22 11:23:22,1.3181691588445197,B0005
147,147,148,24,2008-05-22 16:17:58,1.3184664436640334,B0005
148,148,149,24,2008-05-22 20:59:50,1.318293040102702,B0005
149,149,150,24,2008-05-23 12:13:16,1.323872422244268,B0005
150,150,151,24,2008-05-23 20:14:29,1.3601216766554785,B0005
151,151,152,24,2008-05-24 01:09:21,1.3395306867947354,B0005
152,152,153,24,2008-05-24 06:00:20,1.3290286565120697,B0005
153,153,154,24,2008-05-24 10:42:50,1.3236741274998955,B0005
154,154,155,24,2008-05-24 15:31:10,1.318633896753293,B0005
155,155,156,24,2008-05-24 20:21:13,1.3134751321324272,B0005
156,156,157,24,2008-05-25 01:06:49,1.3132020634442203,B0005
157,157,158,24,2008-05-25 05:57:17,1.3077959946944353,B0005
158,158,159,24,2008-05-25 10:51:37,1.3030329186405918,B0005
159,159,160,24,2008-05-25 15:37:08,1.3033573559038205,B0005
160,160,161,24,2008-05-25 20:23:04,1.3034100438655642,B0005
161,161,162,24,2008-05-26 01:13:02,1.2978870806495706,B0005
162,162,163,24,2008-05-26 06:01:08,1.2980735056918902,B0005
163,163,164,24,2008-05-26 10:44:38,1.293463613844243,B0005
164,164,165,24,2008-05-26 15:30:43,1.288003392619118,B0005
165,165,166,24,2008-05-26 20:21:04,1.2874525221379407,B0005
166,166,167,24,2008-05-27 15:52:41,1.3090153642307354,B0005
167,167,168,24,2008-05-27 20:45:42,1.3250793286429356,B0005
168,0,1,24,2008-04-02 15:25:41,2.035337591005598,B0006
169,1,2,24,2008-04-02 19:43:48,2.0251402460314116,B0006
170,2,3,24,2008-04-03 00:01:06,2.013326371345464,B0006
171,3,4,24,2008-04-03 04:16:37,2.0132846655407413,B0006
172,4,5,24,2008-04-03 08:33:25,2.000528337624771,B0006
173,5,6,24,2008-04-03 12:55:10,2.0138990759931645,B0006
174,6,7,24,2008-04-03 17:17:16,2.013101105626967,B0006
175,7,8,24,2008-04-03 21:28:14,1.9687898262728398,B0006
176,8,9,24,2008-04-04 01:38:15,1.9681661764334244,B0006
177,9,10,24,2008-04-04 05:48:08,1.9572307917560536,B0006
178,10,11,24,2008-04-04 09:57:19,1.9455991514129352,B0006
179,11,12,24,2008-04-04 17:56:27,1.9347505044841131,B0006
180,12,13,24,2008-04-04 22:01:54,1.9232799539368028,B0006
181,13,14,24,2008-04-05 02:20:26,1.911889930948487,B0006
182,14,15,24,2008-04-05 06:25:01,1.9010667141979305,B0006
183,15,16,24,2008-04-05 10:30:32,1.8891989948061458,B0006
184,16,17,24,2008-04-05 14:34:41,1.878278372248849,B0006
185,17,18,24,2008-04-05 18:39:25,1.8675697161520206,B0006
186,18,19,24,2008-04-05 22:46:35,1.8675892574453767,B0006
187,19,20,24,2008-04-18 21:10:19,1.979626548250818,B0006
188,20,21,24,2008-04-19 02:29:09,1.9575499080884022,B0006
189,21,22,24,2008-04-19 07:47:15,1.9458150170787551,B0006
190,22,23,24,2008-04-19 13:01:42,1.9242461121680094,B0006
191,23,24,24,2008-04-19 18:27:29,1.9459811331421641,B0006
192,24,25,24,2008-04-19 23:41:55,1.901407930553079,B0006
193,25,26,24,2008-04-20 04:54:41,1.878674213680085,B0006
194,26,27,24,2008-04-20 10:16:28,1.8683061328264219,B0006
195,27,28,24,2008-04-20 15:37:05,1.8560244070082998,B0006
196,28,29,24,2008-04-20 20:50:38,1.8451997961855777,B0006
197,29,30,24,2008-04-21 02:15:02,1.857228890885317,B0006
198,30,31,24,2008-04-22 15:33:49,1.9247760889090635,B0006
199,31,32,24,2008-04-22 20:26:18,1.8822317526092551,B0006
200,32,33,24,2008-04-23 01:18:11,1.855276687885587,B0006
201,33,34,24,2008-04-23 06:18:19,1.8392508917181876,B0006
202,34,35,24,2008-04-23 11:08:00,1.8185396073994429,B0006
203,35,36,24,2008-04-23 16:06:25,1.8134770059567056,B0006
204,36,37,24,2008-04-23 21:02:58,1.7971018450305436,B0006
205,37,38,24,2008-04-24 01:51:33,1.7810046294120476,B0006
206,38,39,24,2008-04-24 06:50:00,1.7710130422682329,B0006
207,39,40,24,2008-04-24 11:49:24,1.7604712448170943,B0006
208,40,41,24,2008-04-24 16:45:56,1.7502913788006587,B0006
209,41,42,24,2008-04-24 21:38:11,1.7394925037732578,B0006
210,42,43,24,2008-04-25 12:03:44,1.7546766553637203,B0006
211,43,44,24,2008-04-25 20:03:55,1.7659390941842175,B0006
212,44,45,24,2008-04-26 01:04:35,1.7337887419624838,B0006
213,45,46,24,2008-04-26 05:57:35,1.713325912040734,B0006
214,46,47,24,2008-04-26 10:58:25,1.7024077813673466,B0006
215,47,48,24,2008-04-29 12:15:56,1.82371946178183,B0006
216,48,49,24,2008-04-29 17:05:27,1.8081284050314708,B0006
217,49,50,24,2008-04-29 22:00:04,1.7757610945034283,B0006
218,50,51,24,2008-04-30 02:43:55,1.7447409841836798,B0006
219,51,52,24,2008-04-30 07:41:42,1.729207034132373,B0006
220,52,53,24,2008-04-30 12:28:49,1.7081086552553244,B0006
221,53,54,24,2008-04-30 17:20:16,1.6975954237461768,B0006
222,54,55,24,2008-04-30 22:14:54,1.6820634524029463,B0006
223,55,56,24,2008-05-01 03:15:33,1.6714768322295086,B0006
224,56,57,24,2008-05-01 08:16:03,1.6607591387047655,B0006
225,57,58,24,2008-05-01 13:14:24,1.651121015038069,B0006
226,58,59,24,2008-05-01 18:11:10,1.6401349256190927,B0006
227,59,60,24,2008-05-01 23:10:15,1.6291999416165441,B0006
228,60,61,24,2008-05-02 03:53:34,1.6088496302961666,B0006
229,61,62,24,2008-05-02 08:44:40,1.6035244898969248,B0006
230,62,63,24,2008-05-02 13:43:05,1.5989712144027983,B0006
231,63,64,24,2008-05-02 19:07:48,1.5876273123575604,B0006
232,64,65,24,2008-05-02 23:24:17,1.5829719744686166,B0006
233,65,66,24,2008-05-03 04:13:08,1.567137636713563,B0006
234,66,67,24,2008-05-03 09:10:19,1.5613446139713882,B0006
235,67,68,24,2008-05-03 14:04:34,1.5511711892790419,B0006
236,68,69,24,2008-05-03 18:58:13,1.5406741606295171,B0006
237,69,70,24,2008-05-03 23:42:30,1.5253138744624433,B0006
238,70,71,24,2008-05-04 04:41:40,1.5301570318067428,B0006
239,71,72,24,2008-05-04 09:40:11,1.5246566834474087,B0006
240,72,73,24,2008-05-04 14:38:13,1.5145492986655427,B0006
241,73,74,24,2008-05-04 19:37:07,1.509391504602082,B0006
242,74,75,24,2008-05-05 00:35:53,1.5039974333050705,B0006
243,75,76,24,2008-05-05 05:28:13,1.4935201918040188,B0006
244,76,77,24,2008-05-05 11:41:31,1.4876323024497422,B0006
245,77,78,24,2008-05-05 20:40:08,1.5302876214401704,B0006
246,78,79,24,2008-05-06 01:38:46,1.5040760088360112,B0006
247,79,80,24,2008-05-06 06:37:06,1.4887593608730894,B0006
248,80,81,24,2008-05-06 11:25:21,1.4782779285546637,B0006
249,81,82,24,2008-05-06 16:23:36,1.478459982215684,B0006
250,82,83,24,2008-05-06 21:21:49,1.473214844899973,B0006
251,83,84,24,2008-05-07 02:17:25,1.4675164935067897,B0006
252,84,85,24,2008-05-07 07:04:02,1.4516292657521335,B0006
253,85,86,24,2008-05-07 12:01:49,1.4519237720967177,B0006
254,86,87,24,2008-05-07 16:59:29,1.4471484694777745,B0006
255,87,88,24,2008-05-07 21:56:09,1.4468538105659885,B0006
256,88,89,24,2008-05-08 02:53:49,1.4416741930284678,B0006
257,89,90,24,2008-05-09 12:25:07,1.5935866593100128,B0006
258,90,91,24,2008-05-09 20:28:09,1.5463902376915637,B0006
259,91,92,24,2008-05-10 01:21:56,1.51470559175661,B0006
260,92,93,24,2008-05-10 06:18:12,1.4989786083335404,B0006
261,93,94,24,2008-05-10 11:16:04,1.4831110745410492,B0006
262,94,95,24,2008-05-10 16:11:56,1.4729664825468278,B0006
263,95,96,24,2008-05-10 21:07:54,1.4627604396099307,B0006
264,96,97,24,2008-05-11 02:05:21,1.4518364681062514,B0006
265,97,98,24,2008-05-11 06:55:27,1.4468670644030392,B0006
266,98,99,24,2008-05-11 11:52:47,1.441380399427779,B0006
267,99,100,24,2008-05-11 16:49:58,1.431210744960774,B0006
268,100,101,24,2008-05-11 21:47:12,1.4260247179525716,B0006
269,101,102,24,2008-05-12 02:36:58,1.420487649966195,B0006
270,102,103,24,2008-05-12 12:56:34,1.4207006230355006,B0006
271,103,104,24,2008-05-12 18:59:59,1.452255804330839,B0006
272,104,105,24,2008-05-12 23:53:17,1.431557632772571,B0006
273,105,106,24,2008-05-13 04:35:25,1.415015751158943,B0006
274,106,107,24,2008-05-13 09:24:04,1.4097311506517451,B0006
275,107,108,24,2008-05-13 14:20:24,1.404917318129309,B0006
276,108,109,24,2008-05-13 19:04:20,1.395164296571563,B0006
277,109,110,24,2008-05-13 23:59:26,1.3945343832614077,B0006
278,110,111,24,2008-05-14 04:55:57,1.3893171179312644,B0006
279,111,112,24,2008-05-14 09:52:22,1.3838379472327809,B0006
280,112,113,24,2008-05-14 14:35:22,1.3736814238195123,B0006
281,113,114,24,2008-05-14 19:31:39,1.3786059891863676,B0006
282,114,115,24,2008-05-15 00:27:55,1.3737600299108574,B0006
283,115,116,24,2008-05-15 05:24:04,1.3682580583942712,B0006
284,116,117,24,2008-05-15 10:20:03,1.3633024037317505,B0006
285,117,118,24,2008-05-15 15:10:59,1.3580966140172601,B0006
286,118,119,24,2008-05-15 19:56:47,1.353269090999531,B0006
287,119,120,24,2008-05-16 16:54:59,1.3841605738237488,B0006
288,120,121,24,2008-05-16 21:37:39,1.4051467790651473,B0006
289,121,122,24,2008-05-17 02:32:13,1.378719022627353,B0006
290,122,123,24,2008-05-17 07:25:19,1.3682657783199066,B0006
291,123,124,24,2008-05-17 12:21:15,1.3573151296618016,B0006
292,124,125,24,2008-05-17 17:15:37,1.3524934638801596,B0006
293,125,126,24,2008-05-17 22:10:51,1.3474099151661236,B0006
294,126,127,24,2008-05-18 03:05:19,1.3370075130842318,B0006
295,127,128,24,2008-05-18 08:00:50,1.3312352966718526,B0006
296,128,129,24,2008-05-18 12:44:48,1.3259303781727643,B0006
297,129,130,24,2008-05-18 17:36:29,1.321578743867529,B0006
298,130,131,24,2008-05-18 22:31:45,1.321225074066109,B0006
299,131,132,24,2008-05-19 03:27:07,1.3156485301862682,B0006
300,132,133,24,2008-05-19 15:34:33,1.3209025697502388,B0006
301,133,134,24,2008-05-19 20:59:48,1.3474328767273906,B0006
302,134,135,24,2008-05-20 01:16:42,1.3260128072353616,B0006
303,135,136,24,2008-05-20 06:12:06,1.3101186784831063,B0006
304,136,137,24,2008-05-20 11:07:23,1.30521620229393,B0006
305,137,138,24,2008-05-20 15:57:27,1.3004061951355774,B0006
306,138,139,24,2008-05-20 20:50:39,1.300235735841116,B0006
307,139,140,24,2008-05-21 01:39:38,1.2895066722480755,B0006
308,140,141,24,2008-05-21 06:24:27,1.279253057384795,B0006
309,141,142,24,2008-05-21 11:18:06,1.2792078171714618,B0006
310,142,143,24,2008-05-21 16:10:21,1.274036760902923,B0006
311,143,144,24,2008-05-21 21:02:09,1.2741273923001468,B0006
312,144,145,24,2008-05-22 01:42:59,1.2637639426440779,B0006
313,145,146,24,2008-05-22 06:32:40,1.2581373688955233,B0006
314,146,147,24,2008-05-22 11:23:22,1.253259864055301,B0006
315,147,148,24,2008-05-22 16:17:58,1.2532313315493426,B0006
316,148,149,24,2008-05-22 20:59:50,1.2480874960313577,B0006
317,149,150,24,2008-05-23 12:13:16,1.2534354284944844,B0006
318,150,151,24,2008-05-23 20:14:29,1.2898048773266901,B0006
319,151,152,24,2008-05-24 01:09:21,1.2635402021758835,B0006
320,152,153,24,2008-05-24 06:00:20,1.2479761706842853,B0006
321,153,154,24,2008-05-24 10:42:50,1.2321202877943334,B0006
322,154,155,24,2008-05-24 15:31:10,1.2271137666213534,B0006
323,155,156,24,2008-05-24 20:21:13,1.2217397581377356,B0006
324,156,157,24,2008-05-25 01:06:49,1.211102678915174,B0006
325,157,158,24,2008-05-25 05:57:17,1.2056159765131735,B0006
326,158,159,24,2008-05-25 10:51:37,1.2008936262717274,B0006
327,159,160,24,2008-05-25 15:37:08,1.1905903985558335,B0006
328,160,161,24,2008-05-25 20:23:04,1.185179251041941,B0006
329,161,162,24,2008-05-26 01:13:02,1.1796706818144624,B0006
330,162,163,24,2008-05-26 06:01:08,1.1745952836753915,B0006
